775,10,1575,mm
775,38,155,mm
775,44,1600,litre
775,12,Gasoline,\N
775,13,1668,cm3
775,14,125,bhp
775,15,to 6 300,RPM
775,16,154,Nm
775,17,Multi-point fuel injection,\N
775,19,Inline,\N
775,20,4,\N
775,39,4,\N
775,22,95 RON,\N
775,41,Independent\, MacPherson Struts\, Stabilizer bar,\N
775,42,Independent\, Double wishbone\, Dampers\, Stabilizer bar,\N
775,24,Manual,\N
775,27,Front wheel drive,\N
775,29,ventilated disc,\N
775,30,Disc,\N
775,32,182,km/h
775,33,12.3,second
775,50,9.3,litre
775,51,6.5,litre
775,52,7.5,litre
775,34,1366,kg
775,58,1890,kg
775,35,58,litre
775,62,from 620 to 890,km
775,37,EURO IV,\N
775,1564,to 4 800,RPM
775,57,11.2,m
775,1565,524,kg
775,1567,3390,kg
775,47,86,mm
775,48,86,mm
775,26,6,\N
775,13,1998,cm3
775,14,150,bhp
775,15,to 6 500,RPM
775,16,192,Nm
775,32,195,km/h
775,33,10.5,second
775,50,11,litre
775,51,6.9,litre
775,52,8.4,litre
775,34,1418,kg
775,58,1970,kg
775,62,from 530 to 840,km
775,1564,to 4 000,RPM
775,1565,552,kg
775,1567,3470,kg
775,47,85,mm
775,48,97.1,mm
775,12,Disel,\N
775,13,2204,cm3
775,14,140,bhp
775,15,to 4 000,RPM
775,16,340,Nm
775,17,Common Rail,\N
775,46,Turbo,\N
775,22,Disel,\N
775,32,192,km/h
775,33,10.2,second
775,50,8,litre
775,51,5.3,litre
775,52,6.3,litre
775,34,1598,kg
775,58,2130,kg
775,62,from 730 to 1 090,km
775,1564,to 2 000,RPM
775,1566,Present,\N
775,57,11.6,m
775,1565,532,kg
775,1567,3630,kg
787,47,73,mm
787,48,89.4,mm
787,2,Minivan,\N
787,4,7,\N
787,6,1685,mm
787,5,4070,mm
787,7,1740,mm
787,8,2740,mm
787,9,1460,mm
787,10,1440,mm
787,38,155,mm
787,12,Gasoline,\N
787,13,1496,cm3
787,14,110,bhp
787,15,to 5 800,RPM
787,16,143,Nm
787,17,Multi-point fuel injection,\N
787,19,Inline,\N
787,20,4,\N
787,39,4,\N
787,22,92 RON,\N
787,41,MacPherson Struts,\N
787,42,Dependent\, Axle,\N
787,24,Continuously variable transmission (CVT),\N
787,27,Front wheel drive,\N
787,29,ventilated disc,\N
787,30,Disc,\N
787,34,1300,kg
787,35,42,litre
787,1564,to 4 800,RPM
787,14,90,bhp
787,15,to 5 500,RPM
787,16,131,Nm
787,39,2,\N
787,34,1270,kg
787,1564,to 2 700,RPM
787,7,1760,mm
787,42,De-Dion,\N
787,27,All wheel drive (AWD),\N
787,34,1340,kg
787,48,89.7,mm
791,47,81,mm
791,48,89,mm
791,2,Wagon,\N
791,4,5,\N
791,6,1695,mm
791,5,4570,mm
791,7,1485,mm
791,8,2620,mm
791,9,1475,mm
791,10,1475,mm
791,38,160,mm
791,12,Gasoline,\N
791,13,1834,cm3
791,14,140,bhp
791,15,to 6 300,RPM
791,16,170,Nm
791,17,Multi-point fuel injection,\N
791,19,Inline,\N
791,20,4,\N
791,39,4,\N
791,22,95 RON,\N
791,41,Double wishbone,\N
791,42,Double wishbone,\N
791,24,Automatic,\N
791,27,Front wheel drive,\N
791,29,ventilated disc,\N
791,30,drum,\N
791,34,1200,kg
791,35,52,litre
791,1564,to 5 200,RPM
791,26,4,\N
791,57,10.8,m
791,26,5,\N
791,24,Manual,\N
791,34,1180,kg
797,47,82,mm
797,48,75.6,mm
797,26,5,\N
797,2,Sedan,\N
797,4,5,\N
797,6,1695,mm
797,5,4555,mm
797,7,1425,mm
797,8,2770,mm
797,9,1465,mm
797,10,1465,mm
797,38,155,mm
797,12,Gasoline,\N
797,13,1998,cm3
797,14,160,bhp
797,15,from 6 700,RPM
797,16,186,Nm
797,17,Injector,\N
797,19,Inline,\N
797,20,4,\N
797,39,4,\N
797,22,92 RON,\N
797,41,Double wishbone,\N
797,42,Double wishbone,\N
797,24,Manual,\N
797,27,Front wheel drive,\N
797,29,ventilated disc,\N
797,30,Disc,\N
797,57,11,m
797,52,8.7,litre
797,34,1300,kg
797,35,65,litre
797,1564,to 4 000,RPM
797,47,85,mm
797,48,86,mm
797,13,2451,cm3
797,14,180,bhp
797,15,from 6 500,RPM
797,16,226,Nm
797,20,5,\N
797,24,Automatic,\N
797,52,9.8,litre
797,34,1340,kg
797,1564,to 3 800,RPM
797,26,4,\N
798,47,89,mm
798,48,93,mm
798,2,Pickup,\N
798,4,5,\N
798,6,1976,mm
798,5,5252,mm
798,7,1785,mm
798,8,3098,mm
798,9,1704,mm
798,10,1699,mm
798,38,208,mm
798,12,Gasoline,\N
798,13,3471,cm3
798,14,250,bhp
798,15,to 5 700,RPM
798,16,332,Nm
798,17,Multi-point fuel injection,\N
798,19,V-type,\N
798,20,6,\N
798,39,4,\N
798,22,95 RON,\N
798,41,Independent\, MacPherson Struts,\N
798,42,Multi wishbone,\N
798,24,Automatic,\N
798,27,Four wheel drive (4WD),\N
798,29,ventilated disc,\N
798,30,Disc,\N
798,50,14.1,litre
798,51,9.8,litre
798,34,2047,kg
798,58,2745,kg
798,35,83,litre
798,62,from 590 to 850,km
798,1564,to 4 300,RPM
798,26,5,\N
798,57,13,m
798,1565,698,kg
798,1567,5013,kg
799,47,84,mm
799,48,89,mm
799,2,Minivan,\N
799,4,4,\N
799,6,1695,mm
799,5,3950,mm
799,7,1750,mm
799,8,2500,mm
799,9,1485,mm
799,10,1485,mm
799,38,140,mm
799,12,Gasoline,\N
799,13,1973,cm3
799,14,131,bhp
799,15,to 5 500,RPM
799,16,186,Nm
799,17,Multi-point fuel injection,\N
799,19,Inline,\N
799,20,4,\N
799,39,4,\N
799,22,80 RON,\N
799,41,Strut,\N
799,42,Double wishbone,\N
799,24,Automatic,\N
799,27,All wheel drive (AWD),\N
799,29,Disc,\N
799,30,drum,\N
799,33,7.6,second
799,50,9.2,litre
799,51,5.6,litre
799,34,1400,kg
799,35,65,litre
799,62,from 710 to 1 160,km
799,1564,to 4 200,RPM
799,26,4,\N
799,14,130,bhp
799,27,Front wheel drive,\N
799,50,8.9,litre
799,51,5.4,litre
799,34,1330,kg
799,62,from 730 to 1 200,km
799,33,7.2,second
799,5,3935,mm
799,7,1735,mm
799,9,1490,mm
799,45,340,litre
799,10,1490,mm
799,44,920,litre
799,14,140,bhp
799,32,160,km/h
799,50,8,litre
799,51,5.2,litre
799,34,1370,kg
799,58,1645,kg
799,62,from 810 to 1 250,km
799,7,1760,mm
799,34,1420,kg
799,58,1695,kg
799,50,10,litre
799,51,6,litre
799,62,from 650 to 1 080,km
800,47,87,mm
800,48,84.4,mm
800,26,6,\N
800,52,10,litre
800,37,EURO V,\N
800,2,Roadster,\N
800,4,2,\N
800,6,1750,mm
800,5,4135,mm
800,7,1270,mm
800,8,2400,mm
800,9,1470,mm
800,45,141,litre
800,10,1510,mm
800,38,130,mm
800,12,Gasoline,\N
800,13,1997,cm3
800,14,237,bhp
800,15,to 8 300,RPM
800,16,208,Nm
800,17,Multi-point fuel injection,\N
800,19,Inline,\N
800,20,4,\N
800,39,4,\N
800,22,98 RON,\N
800,41,Independent\, Double wishbone\, spring\, Stabilizer bar,\N
800,42,Independent\, Double wishbone\, spring\, Stabilizer bar,\N
800,24,Manual,\N
800,27,Rear wheel drive,\N
800,29,ventilated disc,\N
800,30,Disc,\N
800,32,241,km/h
800,33,6.2,second
800,50,13.9,litre
800,51,7.8,litre
800,34,1311,kg
800,35,50,litre
800,62,from 360 to 640,km
800,1564,to 7 500,RPM
800,57,10.8,m
800,44,141,litre
800,50,13.7,litre
800,51,8,litre
800,34,1250,kg
800,62,from 360 to 630,km
800,48,90.7,mm
800,13,2157,cm3
800,14,239,bhp
800,15,to 7 800,RPM
800,16,221,N*m
800,34,1270,kg
800,1564,from 6 500 to 7 500,RPM
800,16,221,Nm
800,32,251,km/h
800,34,1299,kg
802,47,85,mm
802,48,95,mm
802,2,Minivan,\N
802,4,5,\N
802,6,1790,mm
802,5,4760,mm
802,7,1640,mm
802,8,2830,mm
802,9,1525,mm
802,45,280,litre
802,10,1545,mm
802,38,170,mm
802,44,1237,litre
802,12,Gasoline,\N
802,13,2156,cm3
802,14,150,bhp
802,15,to 5 600,RPM
802,16,198,Nm
802,17,Multi-point fuel injection,\N
802,19,Inline,\N
802,20,4,\N
802,39,4,\N
802,22,95 RON,\N
802,41,Double wishbone\, Stabilizer bar,\N
802,42,Double wishbone\, Stabilizer bar,\N
802,24,Automatic,\N
802,27,Front wheel drive,\N
802,29,ventilated disc,\N
802,30,Disc,\N
802,32,183,km/h
802,33,12.1,second
802,52,10,litre
802,35,65,litre
802,1564,to 4 600,RPM
802,26,4,\N
802,57,11.4,m
802,34,1465,kg
802,58,2170,kg
802,1565,705,kg
802,1567,3370,kg
802,47,86,mm
802,48,97,mm
802,52,10.8,litre
802,13,2254,cm3
802,15,to 5 700,RPM
802,16,200,Nm
802,32,185,km/h
802,33,12,second
802,50,14.2,litre
802,51,8.8,litre
802,62,from 460 to 740,km
802,1564,to 4 700,RPM
802,57,12.2,m
805,47,66,mm
805,48,64,mm
805,57,9,m
805,2,Minivan,\N
805,4,4,\N
805,6,1475,mm
805,5,3395,mm
805,7,1620,mm
805,8,2360,mm
805,9,1305,mm
805,10,1295,mm
805,38,155,mm
805,12,Gasoline,\N
805,13,656,cm3
805,14,52,bhp
805,15,from 7 200,RPM
805,16,61,Nm
805,17,Multi-point fuel injection,\N
805,19,Inline,\N
805,20,3,\N
805,39,4,\N
805,22,95 RON,\N
805,41,Strut,\N
805,42,De-Dion,\N
805,24,Automatic,\N
805,27,Front wheel drive,\N
805,29,Disc,\N
805,30,drum,\N
805,34,820,kg
805,58,1040,kg
805,35,31,litre
805,1564,to 4 500,RPM
805,26,3,\N
805,14,64,bhp
805,15,from 6 000,RPM
805,16,93,Nm
805,46,Turbo,\N
805,22,92 RON,\N
805,34,920,kg
805,58,1140,kg
805,1564,to 4 000,RPM
806,47,66,mm
806,48,64,mm
806,57,9,m
806,2,Hatchback,\N
806,4,4,\N
806,6,1395,mm
806,5,3295,mm
806,7,1350,mm
806,8,2330,mm
806,9,1225,mm
806,10,1225,mm
806,38,155,mm
806,12,Gasoline,\N
806,13,656,cm3
806,14,48,bhp
806,15,from 6 300,RPM
806,16,57,Nm
806,17,Multi-point fuel injection,\N
806,19,Inline,\N
806,20,4,\N
806,39,3,\N
806,22,95 RON,\N
806,41,Helical springs,\N
806,42,Helical springs,\N
806,24,Automatic,\N
806,27,Front wheel drive,\N
806,29,Disc,\N
806,30,drum,\N
806,35,30,litre
806,32,140,km/h
806,1564,to 5 500,RPM
806,26,3,\N
806,34,680,kg
806,14,58,bhp
806,15,from 7 300,RPM
806,16,60,Nm
806,32,150,km/h
806,1564,to 6 200,RPM
806,26,5,\N
806,24,Manual,\N
807,47,85,mm
807,48,81.5,mm
807,2,Sedan,\N
807,4,5,\N
807,6,1695,mm
807,5,4635,mm
807,7,1420,mm
807,8,2665,mm
807,9,1480,mm
807,10,1480,mm
807,38,155,mm
807,12,Gasoline,\N
807,13,1849,cm3
807,14,140,bhp
807,15,to 6 100,RPM
807,16,169,Nm
807,17,Multi-point fuel injection,\N
807,19,Inline,\N
807,20,4,\N
807,39,4,\N
807,22,95 RON,\N
807,41,Double wishbone,\N
807,42,Double wishbone,\N
807,24,Automatic,\N
807,27,Front wheel drive,\N
807,29,ventilated disc,\N
807,30,Disc,\N
807,34,1260,kg
807,35,60,litre
807,1564,to 5 000,RPM
807,26,4,\N
807,57,10.8,m
807,48,88,mm
807,13,1997,cm3
807,14,150,bhp
807,15,to 6 000,RPM
807,16,186,Nm
807,34,1300,kg
807,14,180,bhp
807,15,to 7 000,RPM
807,16,192,Nm
807,34,1320,kg
807,1564,to 5 500,RPM
807,26,5,\N
807,24,Manual,\N
807,34,1270,kg
807,14,200,bhp
807,15,to 7 200,RPM
807,16,196,Nm
807,1564,to 6 600,RPM
869,38,126,mm
869,44,500,litre
869,2,Sedan,\N
869,4,5,\N
869,6,1820,mm
869,5,4800,mm
869,7,1455,mm
869,8,2850,mm
869,9,1545,mm
869,45,500,litre
869,10,1565,mm
869,12,Gasoline,\N
869,13,1991,cm3
869,14,211,bhp
869,15,to 5 500,RPM
869,16,350,Nm
869,17,direct injection,\N
869,46,Turbo,\N
869,19,Inline,\N
869,20,4,\N
869,39,4,\N
869,22,95 RON,\N
869,41,Independent\, Double wishbone,\N
869,42,Independent\, Multi wishbone,\N
869,24,Automatic,\N
869,27,Rear wheel drive,\N
869,29,ventilated disc,\N
869,30,ventilated disc,\N
869,32,245,km/h
869,33,7.3,second
869,50,9.3,litre
869,51,5.7,litre
869,52,7,litre
869,34,1642,kg
869,35,80,litre
869,62,from 860 to 1 400,km
869,37,EURO V,\N
869,1564,from 1 250 to 3 500,RPM
869,1566,Present,\N
869,26,7,\N
869,57,12,m
869,44,400,litre
869,9,1535,mm
869,45,400,litre
869,10,1560,mm
869,12,Hybrid,\N
869,13,3498,cm3
869,14,298,bhp
869,15,to 6 500,RPM
869,16,338,Nm
869,19,V-type,\N
869,20,6,\N
869,41,Independent\, Double wishbone\, spring,\N
869,42,Independent\, Multi wishbone\, spring,\N
869,27,Four wheel drive (4WD),\N
869,32,250,km/h
869,33,5.5,second
869,50,9.6,litre
869,51,5.3,litre
869,52,6.8,litre
869,34,1861,kg
869,35,70,litre
869,62,from 730 to 1 320,km
869,1564,to 5 000,RPM
869,57,12.2,m
869,5,4790,mm
869,9,1544,mm
869,10,1570,mm
869,14,302,bhp
869,15,to 6 800,RPM
869,33,5.1,second
869,50,8.2,litre
869,51,5.1,litre
869,52,6.2,litre
869,35,67,litre
869,62,from 820 to 1 310,km
869,37,EURO VI,\N
869,1564,to 4 800,RPM
869,57,11.2,m
873,47,95.5,mm
873,48,81.4,mm
873,2,Crossover,\N
873,4,7,\N
873,6,1960,mm
873,5,4990,mm
873,7,1742,mm
873,8,2900,mm
873,9,1670,mm
873,45,446,litre
873,44,787,litre
873,10,1670,mm
873,38,165,mm
873,12,Gasoline,\N
873,13,3498,cm3
873,14,265,bhp
873,15,to 6 400,RPM
873,16,336,Nm
873,17,Multi-point fuel injection,\N
873,19,V-type,\N
873,20,6,\N
873,39,4,\N
873,22,95 RON,\N
873,41,Independent\, spring,\N
873,42,Independent\, Multi wishbone\, spring,\N
873,24,Continuously variable transmission (CVT),\N
873,27,Front wheel drive,\N
873,29,ventilated disc,\N
873,30,ventilated disc,\N
873,32,190,km/h
873,33,8,second
873,50,11.2,litre
873,51,8.7,litre
873,52,10.2,litre
873,34,1941,kg
873,35,74,litre
873,62,from 660 to 850,km
873,1564,to 4 400,RPM
873,5,5093,mm
873,45,447,litre
873,44,2166,litre
873,38,187,mm
873,14,262,bhp
873,16,334,Nm
873,17,direct injection,\N
873,27,All wheel drive (AWD),\N
873,33,8.4,second
873,50,14.4,litre
873,51,8.5,litre
873,52,10.7,litre
873,34,2082,kg
873,58,2680,kg
873,35,73,litre
873,62,from 510 to 860,km
873,57,11.8,m
873,1565,598,kg
874,44,376,litre
874,2,Crossover,\N
874,4,5,\N
874,6,1925,mm
874,5,4865,mm
874,7,1650,mm
874,8,2885,mm
874,9,1635,mm
874,45,376,litre
874,10,1640,mm
874,38,184,mm
874,12,Disel,\N
874,13,2993,cm3
874,14,238,bhp
874,15,to 3 750,RPM
874,16,550,Nm
874,17,Common Rail,\N
874,46,Turbo,\N
874,19,V-type,\N
874,20,6,\N
874,39,4,\N
874,22,Disel,\N
874,41,Independent\, Double wishbone\, Dampers\, Stabilizer bar,\N
874,42,Independent\, Multi wishbone\, spring\, Stabilizer bar,\N
874,24,Automatic,\N
874,27,Four wheel drive (4WD),\N
874,29,ventilated disc,\N
874,30,ventilated disc,\N
874,32,212,km/h
874,33,8.3,second
874,50,11.2,litre
874,51,7.8,litre
874,52,9,litre
874,34,2080,kg
874,35,90,litre
874,62,from 800 to 1 150,km
874,1564,from 1 750 to 2 500,RPM
874,1566,Present,\N
874,26,7,\N
874,12,Gasoline,\N
874,13,3696,cm3
874,14,333,bhp
874,15,to 7 000,RPM
874,16,363,Nm
874,17,Multi-point fuel injection,\N
874,22,95 RON,\N
874,57,11.2,m
874,32,233,km/h
874,33,6.8,second
874,50,17.1,litre
874,51,9.4,litre
874,52,12.2,litre
874,34,2010,kg
874,62,from 530 to 960,km
874,1564,to 5 200,RPM
874,13,5026,cm3
874,14,400,bhp
874,15,to 6 500,RPM
874,16,500,Nm
874,20,8,\N
874,32,250,km/h
874,33,5.8,second
874,50,18.8,litre
874,51,9.8,litre
874,52,13.1,litre
874,34,2107,kg
874,62,from 480 to 920,km
874,1564,to 4 400,RPM
753,47,87,mm
753,48,99.1,mm
753,2,Sedan,\N
753,4,5,\N
753,6,1850,mm
753,5,4890,mm
753,7,1465,mm
753,8,2775,mm
753,9,1585,mm
753,45,495,litre
753,38,146,mm
753,10,1582,mm
753,12,Gasoline,\N
753,13,2356,cm3
753,14,180,bhp
753,15,to 6 200,RPM
753,16,228,Nm
753,17,Multi-point fuel injection,\N
753,19,Inline,\N
753,20,4,\N
753,39,4,\N
753,22,92 RON,\N
753,41,Independent\, MacPherson Struts\, Stabilizer bar,\N
753,42,Independent\, Multi wishbone\, Stabilizer bar,\N
753,24,Automatic,\N
753,27,Front wheel drive,\N
753,29,ventilated disc,\N
753,30,Disc,\N
753,57,11.4,m
753,32,214,km/h
753,33,10.1,second
753,50,11.7,litre
753,51,6.2,litre
753,52,8.2,litre
753,34,1495,kg
753,58,1920,kg
753,35,65,litre
753,62,from 560 to 1 050,km
753,1564,to 4 000,RPM
753,26,5,\N
753,1565,416,kg
753,44,495,litre
753,48,99,mm
753,9,1595,mm
753,38,145,mm
753,10,1595,mm
753,14,185,bhp
753,15,to 6 400,RPM
753,16,247,Nm
753,24,Continuously variable transmission (CVT),\N
753,50,8.7,litre
753,51,6.5,litre
753,52,7.8,litre
753,62,from 750 to 1 000,km
753,1564,to 3 900,RPM
753,26,6,\N
753,24,Manual,\N
753,32,226,km/h
753,33,9.3,second
753,50,10.8,litre
753,52,7.9,litre
753,62,from 600 to 1 050,km
753,50,9.8,litre
753,51,6.9,litre
753,52,8.4,litre
753,62,from 660 to 940,km
753,47,89,mm
753,48,93,mm
753,10,1605,mm
753,13,3471,cm3
753,14,281,bhp
753,16,342,Nm
753,19,V-type,\N
753,20,6,\N
753,57,11.8,m
753,32,230,km/h
753,33,7.2,second
753,50,13.6,litre
753,51,6.4,litre
753,52,9.1,litre
753,62,from 480 to 1 020,km
753,1564,to 4 900,RPM
753,2,Coupe,\N
753,6,1849,mm
753,5,4806,mm
753,7,1435,mm
753,8,2725,mm
753,16,181,Nm
753,22,95 RON,\N
753,41,Independent\, spring,\N
753,42,Independent\, spring,\N
753,50,9,litre
753,51,6.7,litre
753,52,8.1,litre
753,62,from 720 to 970,km
753,16,340,Nm
753,50,11.2,litre
753,51,7.4,litre
753,52,9.4,litre
753,62,from 580 to 880,km
753,1564,to 5 200,RPM
753,50,13.1,litre
753,51,8.4,litre
753,52,10.7,litre
753,62,from 500 to 770,km
759,47,73,mm
759,48,80,mm
759,26,5,\N
759,37,EURO IV,\N
759,2,Sedan,\N
759,4,5,\N
759,6,1695,mm
759,5,4420,mm
759,7,1470,mm
759,8,2540,mm
759,9,1492,mm
759,38,135,mm
759,10,1475,mm
759,12,Gasoline,\N
759,13,1339,cm3
759,14,100,bhp
759,15,to 6 000,RPM
759,16,127,Nm
759,17,Multi-point fuel injection,\N
759,19,Inline,\N
759,20,4,\N
759,39,4,\N
759,22,92 RON,\N
759,41,Independent\, MacPherson Struts,\N
759,42,Torsion beam\, spring,\N
759,24,Manual,\N
759,27,Front wheel drive,\N
759,29,ventilated disc,\N
759,30,drum,\N
759,57,10.6,m
759,32,182,km/h
759,34,1101,kg
759,35,42,litre
759,50,7.3,litre
759,51,5.2,litre
759,52,6,litre
759,62,from 580 to 810,km
759,33,11.6,second
759,1564,to 4 800,RPM
759,58,1540,kg
759,1565,439,kg
759,45,506,litre
759,44,506,litre
759,1567,2340,kg
759,5,4395,mm
759,8,2550,mm
759,9,1490,mm
759,38,150,mm
759,13,1497,cm3
759,14,120,bhp
759,15,to 6 600,RPM
759,16,145,Nm
759,22,95 RON,\N
759,34,1085,kg
759,48,89.4,mm
762,45,420,litre
762,47,75,mm
762,48,84.5,mm
762,26,5,\N
762,32,170,km/h
762,50,8.7,litre
762,51,6.8,litre
762,2,Sedan,\N
762,4,5,\N
762,6,1690,mm
762,5,4415,mm
762,7,1395,mm
762,8,2550,mm
762,9,1450,mm
762,38,150,mm
762,10,1455,mm
762,12,Gasoline,\N
762,13,1493,cm3
762,14,90,bhp
762,15,from 6 000,RPM
762,16,119,Nm
762,17,Monoinjection,\N
762,19,Inline,\N
762,20,4,\N
762,39,4,\N
762,22,80 RON,\N
762,41,Helical springs,\N
762,42,Helical springs,\N
762,24,Manual,\N
762,27,Front wheel drive,\N
762,29,ventilated disc,\N
762,30,drum,\N
762,52,8.3,litre
762,34,950,kg
762,35,55,litre
762,62,from 630 to 810,km
762,1564,to 4 500,RPM
762,44,420,litre
762,48,90,mm
762,13,1590,cm3
762,14,112,bhp
762,15,from 6 300,RPM
762,16,137,Nm
762,17,Multi-point fuel injection,\N
762,32,185,km/h
762,33,10.6,second
762,50,9.8,litre
762,51,7.1,litre
762,52,9.1,litre
762,34,1080,kg
762,58,1580,kg
762,62,from 560 to 770,km
762,1564,to 5 200,RPM
762,14,122,bhp
762,15,from 6 800,RPM
762,16,140,Nm
762,32,190,km/h
762,33,10,second
762,1564,to 5 700,RPM
